Hero1,Hero2,Appeared_Together
MEPHISTO,DIAMONDBACK II,0
MEPHISTO,"ROSENTHAL, BERNIE",0
MEPHISTO,VENOM,0
MEPHISTO,"QUARTERMAIN, CLAY",0
MEPHISTO,NOVA II,1
MEPHISTO,"JONES, MARLO CHANDLE",0
MEPHISTO,ANCIENT ONE,0
MEPHISTO,NIGHTMARE,1
MEPHISTO,"JAMESON, MARLA MADIS",0
MEPHISTO,MARROW,0
MEPHISTO,LIZARD,0
MEPHISTO,WIZARD,1
MEPHISTO,HELA [ASGARDIAN],5
MEPHISTO,STARSHINE II,0
MEPHISTO,SYNCH,0
MEPHISTO,HOWARD THE DUCK,0
MEPHISTO,"WINGFOOT, WYATT",2
MEPHISTO,BLACK KING,0
MEPHISTO,MAGMA,2
MEPHISTO,CALIBAN,0
MEPHISTO,MAKKARI,1
MEPHISTO,ABSORBING MAN,1
MEPHISTO,"TILBY, TRISH",0
MEPHISTO,GUARDIAN,0
GEE,"GRANT, GLORIA GLORY",0
GEE,ANT-MAN II,0
GEE,AURORA,0
GEE,LOCKJAW [INHUMAN],1
GEE,CLOAK,13
GEE,SIRYN,0
GEE,BLACK CAT,0
GEE,KARNILLA [ASGARDIAN],0
GEE,LYJA LAZERFIST [SKRU,1
GEE,"JONES, GABE",0
GEE,PHARAOH RAMA-TUT,0
GEE,"TARR, BLACK JACK",0
GEE,SPIDER-WOMAN II,0
GEE,DR. OCTOPUS,0
GEE,"GYRICH, HENRY PETER",1
GEE,VIZIER,0
GEE,POWER MAN,0
GEE,THANOS,0
GEE,BEETLE,0
GEE,HIGH EVOLUTIONARY,0
GEE,"WING, COLLEEN",0
GEE,BLOB,0
GEE,REDWING,0
GEE,DR. DRUID,0
GEE,WEREWOLF BY NIGHT,0
GEE,FRENCHIE,0
GEE,LILANDRA NERAMANI [S,0
GEE,HELLSTORM,0
GEE,"STACY, GWEN",0
GEE,MOONSTONE II,0
GEE,"SITWELL, JASPER",0
GEE,MICROCHIP,0
GEE,GREEN GOBLIN,0
GEE,NIGHT THRASHER,10
GEE,X-MAN,0
GEE,"WU, LEIKO",0
GEE,SABRETOOTH,1
GEE,BOX IV,0
GEE,"ARBOGAST, BAMBI",0
GEE,DOMINO III,0
GEE,"ROM, SPACEKNIGHT",0
GEE,COUNTERWEIGHT II,84
GEE,"DE LA FONTAINE, CONT",0
GEE,RICTOR,0
GEE,"RESTON, CLIVE",0
GEE,NOMAD III,0
GEE,LIGHTSPEED,84
GEE,COUNTERWEIGHT,84
GEE,APOCALYPSE,1
GEE,"SMITH, SIR DENIS NAY",0
GEE,VASHTI,0
GEE,GARGOYLE II,0
GEE,WARLOCK II,0
GEE,MANDARIN,0
GEE,"CARTER, PEGGY",0
GEE,SILVER SABLE,0
GEE,"ALRAUNE, MARLENE",0
GEE,MS. MARVEL II,3
GEE,"HARKNESS, AGATHA",0
GEE,SKIN,0
GEE,DRAX,0
GEE,CHAMBER,0
GEE,"SUMMERS, MADELYNE MA",0
GEE,HUSK,0
GEE,"LEEDS, NED",1
GEE,SCREAMING MIMI,0
GEE,DIAMONDBACK II,0
GEE,"ROSENTHAL, BERNIE",0
GEE,VENOM,0
GEE,"QUARTERMAIN, CLAY",0
GEE,NOVA II,3
GEE,"JONES, MARLO CHANDLE",0
GEE,ANCIENT ONE,0
GEE,NIGHTMARE,1
GEE,"JAMESON, MARLA MADIS",0
GEE,MARROW,0
GEE,LIZARD,0
GEE,WIZARD,0
GEE,HELA [ASGARDIAN],0
GEE,STARSHINE II,0
GEE,SYNCH,0
GEE,HOWARD THE DUCK,0
GEE,"WINGFOOT, WYATT",0
GEE,BLACK KING,0
GEE,MAGMA,0
GEE,CALIBAN,3
GEE,MAKKARI,0
GEE,ABSORBING MAN,0
GEE,"TILBY, TRISH",0
GEE,GUARDIAN,0
"GRANT, GLORIA GLORY",ANT-MAN II,0
"GRANT, GLORIA GLORY",AURORA,0
"GRANT, GLORIA GLORY",LOCKJAW [INHUMAN],0
"GRANT, GLORIA GLORY",CLOAK,2
"GRANT, GLORIA GLORY",SIRYN,0
"GRANT, GLORIA GLORY",BLACK CAT,7
"GRANT, GLORIA GLORY",KARNILLA [ASGARDIAN],0
"GRANT, GLORIA GLORY",LYJA LAZERFIST [SKRU,0
"GRANT, GLORIA GLORY","JONES, GABE",0
"GRANT, GLORIA GLORY",PHARAOH RAMA-TUT,0
"GRANT, GLORIA GLORY","TARR, BLACK JACK",0
"GRANT, GLORIA GLORY",SPIDER-WOMAN II,0
"GRANT, GLORIA GLORY",DR. OCTOPUS,6
"GRANT, GLORIA GLORY","GYRICH, HENRY PETER",0
"GRANT, GLORIA GLORY",VIZIER,0
"GRANT, GLORIA GLORY",POWER MAN,1
"GRANT, GLORIA GLORY",THANOS,0
"GRANT, GLORIA GLORY",BEETLE,0
"GRANT, GLORIA GLORY",HIGH EVOLUTIONARY,0
"GRANT, GLORIA GLORY","WING, COLLEEN",1
"GRANT, GLORIA GLORY",BLOB,0
"GRANT, GLORIA GLORY",REDWING,1
"GRANT, GLORIA GLORY",DR. DRUID,0
"GRANT, GLORIA GLORY",WEREWOLF BY NIGHT,0
"GRANT, GLORIA GLORY",FRENCHIE,0
"GRANT, GLORIA GLORY",LILANDRA NERAMANI [S,0
"GRANT, GLORIA GLORY",HELLSTORM,0
"GRANT, GLORIA GLORY","STACY, GWEN",0
"GRANT, GLORIA GLORY",MOONSTONE II,0
"GRANT, GLORIA GLORY","SITWELL, JASPER",0
"GRANT, GLORIA GLORY",MICROCHIP,1
"GRANT, GLORIA GLORY",GREEN GOBLIN,7
"GRANT, GLORIA GLORY",NIGHT THRASHER,0
"GRANT, GLORIA GLORY",X-MAN,0
"GRANT, GLORIA GLORY","WU, LEIKO",0
"GRANT, GLORIA GLORY",SABRETOOTH,0
"GRANT, GLORIA GLORY",BOX IV,0
"GRANT, GLORIA GLORY","ARBOGAST, BAMBI",0
"GRANT, GLORIA GLORY",DOMINO III,0
"GRANT, GLORIA GLORY","ROM, SPACEKNIGHT",0
"GRANT, GLORIA GLORY",COUNTERWEIGHT II,0
"GRANT, GLORIA GLORY","DE LA FONTAINE, CONT",0
"GRANT, GLORIA GLORY",RICTOR,0
"GRANT, GLORIA GLORY","RESTON, CLIVE",0
"GRANT, GLORIA GLORY",NOMAD III,0
"GRANT, GLORIA GLORY",LIGHTSPEED,0
"GRANT, GLORIA GLORY",COUNTERWEIGHT,0
"GRANT, GLORIA GLORY",APOCALYPSE,0
"GRANT, GLORIA GLORY","SMITH, SIR DENIS NAY",0
"GRANT, GLORIA GLORY",VASHTI,0
"GRANT, GLORIA GLORY",GARGOYLE II,0
"GRANT, GLORIA GLORY",WARLOCK II,0
"GRANT, GLORIA GLORY",MANDARIN,0
"GRANT, GLORIA GLORY","CARTER, PEGGY",0
"GRANT, GLORIA GLORY",SILVER SABLE,3
"GRANT, GLORIA GLORY","ALRAUNE, MARLENE",1
"GRANT, GLORIA GLORY",MS. MARVEL II,0
"GRANT, GLORIA GLORY","HARKNESS, AGATHA",0
"GRANT, GLORIA GLORY",SKIN,0
"GRANT, GLORIA GLORY",DRAX,0
"GRANT, GLORIA GLORY",CHAMBER,0
"GRANT, GLORIA GLORY","SUMMERS, MADELYNE MA",0
"GRANT, GLORIA GLORY",HUSK,0
"GRANT, GLORIA GLORY","LEEDS, NED",5
"GRANT, GLORIA GLORY",SCREAMING MIMI,0
"GRANT, GLORIA GLORY",DIAMONDBACK II,0
"GRANT, GLORIA GLORY","ROSENTHAL, BERNIE",0
"GRANT, GLORIA GLORY",VENOM,4
"GRANT, GLORIA GLORY","QUARTERMAIN, CLAY",0
"GRANT, GLORIA GLORY",NOVA II,0
"GRANT, GLORIA GLORY","JONES, MARLO CHANDLE",0
"GRANT, GLORIA GLORY",ANCIENT ONE,0
"GRANT, GLORIA GLORY",NIGHTMARE,0
"GRANT, GLORIA GLORY","JAMESON, MARLA MADIS",18
"GRANT, GLORIA GLORY",MARROW,0
"GRANT, GLORIA GLORY",LIZARD,6
"GRANT, GLORIA GLORY",WIZARD,0
"GRANT, GLORIA GLORY",HELA [ASGARDIAN],0
"GRANT, GLORIA GLORY",STARSHINE II,0
"GRANT, GLORIA GLORY",SYNCH,0
"GRANT, GLORIA GLORY",HOWARD THE DUCK,0
"GRANT, GLORIA GLORY","WINGFOOT, WYATT",0
"GRANT, GLORIA GLORY",BLACK KING,0
"GRANT, GLORIA GLORY",MAGMA,0
"GRANT, GLORIA GLORY",CALIBAN,0
"GRANT, GLORIA GLORY",MAKKARI,0
"GRANT, GLORIA GLORY",ABSORBING MAN,0
"GRANT, GLORIA GLORY","TILBY, TRISH",0
"GRANT, GLORIA GLORY",GUARDIAN,0
ANT-MAN II,AURORA,1
ANT-MAN II,LOCKJAW [INHUMAN],5
ANT-MAN II,CLOAK,0
ANT-MAN II,SIRYN,0
ANT-MAN II,BLACK CAT,0
ANT-MAN II,KARNILLA [ASGARDIAN],0
ANT-MAN II,LYJA LAZERFIST [SKRU,26
ANT-MAN II,"JONES, GABE",0
ANT-MAN II,PHARAOH RAMA-TUT,1
ANT-MAN II,"TARR, BLACK JACK",0
ANT-MAN II,SPIDER-WOMAN II,0
ANT-MAN II,DR. OCTOPUS,0
ANT-MAN II,"GYRICH, HENRY PETER",1
ANT-MAN II,VIZIER,0
ANT-MAN II,POWER MAN,5
ANT-MAN II,THANOS,0
ANT-MAN II,BEETLE,5
ANT-MAN II,HIGH EVOLUTIONARY,5
ANT-MAN II,"WING, COLLEEN",4
ANT-MAN II,BLOB,0
ANT-MAN II,REDWING,1
ANT-MAN II,DR. DRUID,3
ANT-MAN II,WEREWOLF BY NIGHT,1
ANT-MAN II,FRENCHIE,0
ANT-MAN II,LILANDRA NERAMANI [S,0
ANT-MAN II,HELLSTORM,1
ANT-MAN II,"STACY, GWEN",0
ANT-MAN II,MOONSTONE II,7
ANT-MAN II,"SITWELL, JASPER",0
ANT-MAN II,MICROCHIP,0
ANT-MAN II,GREEN GOBLIN,1
ANT-MAN II,NIGHT THRASHER,1
ANT-MAN II,X-MAN,0
ANT-MAN II,"WU, LEIKO",0
ANT-MAN II,SABRETOOTH,0
ANT-MAN II,BOX IV,0
ANT-MAN II,"ARBOGAST, BAMBI",10
ANT-MAN II,DOMINO III,0
ANT-MAN II,"ROM, SPACEKNIGHT",3
ANT-MAN II,COUNTERWEIGHT II,0
ANT-MAN II,"DE LA FONTAINE, CONT",0
ANT-MAN II,RICTOR,0
ANT-MAN II,"RESTON, CLIVE",0
ANT-MAN II,NOMAD III,0
ANT-MAN II,LIGHTSPEED,0
ANT-MAN II,COUNTERWEIGHT,0
ANT-MAN II,APOCALYPSE,2
ANT-MAN II,"SMITH, SIR DENIS NAY",0
ANT-MAN II,VASHTI,3
ANT-MAN II,GARGOYLE II,1
ANT-MAN II,WARLOCK II,1
ANT-MAN II,MANDARIN,0
ANT-MAN II,"CARTER, PEGGY",1
ANT-MAN II,SILVER SABLE,3
ANT-MAN II,"ALRAUNE, MARLENE",0
ANT-MAN II,MS. MARVEL II,0
ANT-MAN II,"HARKNESS, AGATHA",1
ANT-MAN II,SKIN,0
ANT-MAN II,DRAX,2
ANT-MAN II,CHAMBER,0
ANT-MAN II,"SUMMERS, MADELYNE MA",0
ANT-MAN II,HUSK,0
ANT-MAN II,"LEEDS, NED",0
ANT-MAN II,SCREAMING MIMI,3
ANT-MAN II,DIAMONDBACK II,0
ANT-MAN II,"ROSENTHAL, BERNIE",0
ANT-MAN II,VENOM,0
ANT-MAN II,"QUARTERMAIN, CLAY",0
ANT-MAN II,NOVA II,0
ANT-MAN II,"JONES, MARLO CHANDLE",0
ANT-MAN II,ANCIENT ONE,0
ANT-MAN II,NIGHTMARE,0
ANT-MAN II,"JAMESON, MARLA MADIS",0
ANT-MAN II,MARROW,0
ANT-MAN II,LIZARD,0
ANT-MAN II,WIZARD,0
ANT-MAN II,HELA [ASGARDIAN],0
ANT-MAN II,STARSHINE II,2
ANT-MAN II,SYNCH,0
ANT-MAN II,HOWARD THE DUCK,0
ANT-MAN II,"WINGFOOT, WYATT",1
ANT-MAN II,BLACK KING,0
ANT-MAN II,MAGMA,0
ANT-MAN II,CALIBAN,0
ANT-MAN II,MAKKARI,1
ANT-MAN II,ABSORBING MAN,1
ANT-MAN II,"TILBY, TRISH",1
ANT-MAN II,GUARDIAN,1
AURORA,LOCKJAW [INHUMAN],2
AURORA,CLOAK,1
AURORA,SIRYN,0
AURORA,BLACK CAT,2
AURORA,KARNILLA [ASGARDIAN],0
AURORA,LYJA LAZERFIST [SKRU,0
AURORA,"JONES, GABE",0
AURORA,PHARAOH RAMA-TUT,3
AURORA,"TARR, BLACK JACK",0
AURORA,SPIDER-WOMAN II,3
AURORA,DR. OCTOPUS,0
AURORA,"GYRICH, HENRY PETER",0
AURORA,VIZIER,0
AURORA,POWER MAN,0
AURORA,THANOS,5
AURORA,BEETLE,0
AURORA,HIGH EVOLUTIONARY,1
AURORA,"WING, COLLEEN",2
AURORA,BLOB,1
AURORA,REDWING,1
AURORA,DR. DRUID,4
AURORA,WEREWOLF BY NIGHT,1
AURORA,FRENCHIE,0
AURORA,LILANDRA NERAMANI [S,0
AURORA,HELLSTORM,2
AURORA,"STACY, GWEN",0
AURORA,MOONSTONE II,0
AURORA,"SITWELL, JASPER",0
AURORA,MICROCHIP,0
AURORA,GREEN GOBLIN,0
AURORA,NIGHT THRASHER,0
AURORA,X-MAN,1
AURORA,"WU, LEIKO",0
AURORA,SABRETOOTH,0
AURORA,BOX IV,44
AURORA,"ARBOGAST, BAMBI",0
AURORA,DOMINO III,0
AURORA,"ROM, SPACEKNIGHT",1
AURORA,COUNTERWEIGHT II,0
AURORA,"DE LA FONTAINE, CONT",0
AURORA,RICTOR,0
AURORA,"RESTON, CLIVE",0
AURORA,NOMAD III,0
AURORA,LIGHTSPEED,0
AURORA,COUNTERWEIGHT,0
AURORA,APOCALYPSE,0
AURORA,"SMITH, SIR DENIS NAY",0
AURORA,VASHTI,4
AURORA,GARGOYLE II,3
AURORA,WARLOCK II,5
AURORA,MANDARIN,0
AURORA,"CARTER, PEGGY",0
AURORA,SILVER SABLE,0
AURORA,"ALRAUNE, MARLENE",0
AURORA,MS. MARVEL II,0
AURORA,"HARKNESS, AGATHA",3
AURORA,SKIN,1
AURORA,DRAX,5
AURORA,CHAMBER,0
AURORA,"SUMMERS, MADELYNE MA",3
AURORA,HUSK,0
AURORA,"LEEDS, NED",0
AURORA,SCREAMING MIMI,0
AURORA,DIAMONDBACK II,0
AURORA,"ROSENTHAL, BERNIE",1
AURORA,VENOM,0
AURORA,"QUARTERMAIN, CLAY",0
AURORA,NOVA II,4
AURORA,"JONES, MARLO CHANDLE",0
AURORA,ANCIENT ONE,0
AURORA,NIGHTMARE,0
AURORA,"JAMESON, MARLA MADIS",0
AURORA,MARROW,1
AURORA,LIZARD,0
AURORA,WIZARD,0
AURORA,HELA [ASGARDIAN],1
AURORA,STARSHINE II,0
AURORA,SYNCH,0
AURORA,HOWARD THE DUCK,0
AURORA,"WINGFOOT, WYATT",0
AURORA,BLACK KING,2
AURORA,MAGMA,1
AURORA,CALIBAN,0
AURORA,MAKKARI,1
AURORA,ABSORBING MAN,0
AURORA,"TILBY, TRISH",0
AURORA,GUARDIAN,35
LOCKJAW [INHUMAN],CLOAK,0
LOCKJAW [INHUMAN],SIRYN,0
LOCKJAW [INHUMAN],BLACK CAT,0
LOCKJAW [INHUMAN],KARNILLA [ASGARDIAN],0
LOCKJAW [INHUMAN],LYJA LAZERFIST [SKRU,4
LOCKJAW [INHUMAN],"JONES, GABE",0
LOCKJAW [INHUMAN],PHARAOH RAMA-TUT,4
LOCKJAW [INHUMAN],"TARR, BLACK JACK",0
LOCKJAW [INHUMAN],SPIDER-WOMAN II,0
LOCKJAW [INHUMAN],DR. OCTOPUS,0
LOCKJAW [INHUMAN],"GYRICH, HENRY PETER",0
LOCKJAW [INHUMAN],VIZIER,0
LOCKJAW [INHUMAN],POWER MAN,0
LOCKJAW [INHUMAN],THANOS,1
LOCKJAW [INHUMAN],BEETLE,0
LOCKJAW [INHUMAN],HIGH EVOLUTIONARY,2
LOCKJAW [INHUMAN],"WING, COLLEEN",0
LOCKJAW [INHUMAN],BLOB,0
LOCKJAW [INHUMAN],REDWING,1
LOCKJAW [INHUMAN],DR. DRUID,1
LOCKJAW [INHUMAN],WEREWOLF BY NIGHT,1
LOCKJAW [INHUMAN],FRENCHIE,0
LOCKJAW [INHUMAN],LILANDRA NERAMANI [S,0
LOCKJAW [INHUMAN],HELLSTORM,1
LOCKJAW [INHUMAN],"STACY, GWEN",0
LOCKJAW [INHUMAN],MOONSTONE II,1
LOCKJAW [INHUMAN],"SITWELL, JASPER",0
LOCKJAW [INHUMAN],MICROCHIP,0
LOCKJAW [INHUMAN],GREEN GOBLIN,0
LOCKJAW [INHUMAN],NIGHT THRASHER,2
LOCKJAW [INHUMAN],X-MAN,0
LOCKJAW [INHUMAN],"WU, LEIKO",0
LOCKJAW [INHUMAN],SABRETOOTH,0
LOCKJAW [INHUMAN],BOX IV,0
LOCKJAW [INHUMAN],"ARBOGAST, BAMBI",0
LOCKJAW [INHUMAN],DOMINO III,0
LOCKJAW [INHUMAN],"ROM, SPACEKNIGHT",1
LOCKJAW [INHUMAN],COUNTERWEIGHT II,1
LOCKJAW [INHUMAN],"DE LA FONTAINE, CONT",0
LOCKJAW [INHUMAN],RICTOR,0
LOCKJAW [INHUMAN],"RESTON, CLIVE",0
LOCKJAW [INHUMAN],NOMAD III,0
LOCKJAW [INHUMAN],LIGHTSPEED,1
LOCKJAW [INHUMAN],COUNTERWEIGHT,1
LOCKJAW [INHUMAN],APOCALYPSE,2
LOCKJAW [INHUMAN],"SMITH, SIR DENIS NAY",0
LOCKJAW [INHUMAN],VASHTI,3
LOCKJAW [INHUMAN],GARGOYLE II,2
LOCKJAW [INHUMAN],WARLOCK II,1
LOCKJAW [INHUMAN],MANDARIN,0
LOCKJAW [INHUMAN],"CARTER, PEGGY",2
LOCKJAW [INHUMAN],SILVER SABLE,0
LOCKJAW [INHUMAN],"ALRAUNE, MARLENE",0
LOCKJAW [INHUMAN],MS. MARVEL II,2
LOCKJAW [INHUMAN],"HARKNESS, AGATHA",6
LOCKJAW [INHUMAN],SKIN,0
LOCKJAW [INHUMAN],DRAX,0
LOCKJAW [INHUMAN],CHAMBER,0
LOCKJAW [INHUMAN],"SUMMERS, MADELYNE MA",0
LOCKJAW [INHUMAN],HUSK,0
LOCKJAW [INHUMAN],"LEEDS, NED",0
LOCKJAW [INHUMAN],SCREAMING MIMI,0
LOCKJAW [INHUMAN],DIAMONDBACK II,0
LOCKJAW [INHUMAN],"ROSENTHAL, BERNIE",0
LOCKJAW [INHUMAN],VENOM,0
LOCKJAW [INHUMAN],"QUARTERMAIN, CLAY",0
LOCKJAW [INHUMAN],NOVA II,2
LOCKJAW [INHUMAN],"JONES, MARLO CHANDLE",0
LOCKJAW [INHUMAN],ANCIENT ONE,0
LOCKJAW [INHUMAN],NIGHTMARE,0
LOCKJAW [INHUMAN],"JAMESON, MARLA MADIS",0
LOCKJAW [INHUMAN],MARROW,0
LOCKJAW [INHUMAN],LIZARD,0
LOCKJAW [INHUMAN],WIZARD,1
LOCKJAW [INHUMAN],HELA [ASGARDIAN],1
LOCKJAW [INHUMAN],STARSHINE II,0
LOCKJAW [INHUMAN],SYNCH,0
LOCKJAW [INHUMAN],HOWARD THE DUCK,0
LOCKJAW [INHUMAN],"WINGFOOT, WYATT",6
LOCKJAW [INHUMAN],BLACK KING,1
LOCKJAW [INHUMAN],MAGMA,0
LOCKJAW [INHUMAN],CALIBAN,0
LOCKJAW [INHUMAN],MAKKARI,0
LOCKJAW [INHUMAN],ABSORBING MAN,1
LOCKJAW [INHUMAN],"TILBY, TRISH",0
LOCKJAW [INHUMAN],GUARDIAN,2
CLOAK,SIRYN,0
CLOAK,BLACK CAT,8
CLOAK,KARNILLA [ASGARDIAN],0
CLOAK,LYJA LAZERFIST [SKRU,0
CLOAK,"JONES, GABE",0
CLOAK,PHARAOH RAMA-TUT,0
CLOAK,"TARR, BLACK JACK",0
CLOAK,SPIDER-WOMAN II,0
CLOAK,DR. OCTOPUS,0
CLOAK,"GYRICH, HENRY PETER",0
CLOAK,VIZIER,0
CLOAK,POWER MAN,0
CLOAK,THANOS,4
CLOAK,BEETLE,0
CLOAK,HIGH EVOLUTIONARY,0
CLOAK,"WING, COLLEEN",0
CLOAK,BLOB,0
CLOAK,REDWING,0
CLOAK,DR. DRUID,0
CLOAK,WEREWOLF BY NIGHT,0
CLOAK,FRENCHIE,0
CLOAK,LILANDRA NERAMANI [S,0
CLOAK,HELLSTORM,1
CLOAK,"STACY, GWEN",0
CLOAK,MOONSTONE II,0
CLOAK,"SITWELL, JASPER",0
CLOAK,MICROCHIP,0
CLOAK,GREEN GOBLIN,0
CLOAK,NIGHT THRASHER,2
CLOAK,X-MAN,0
CLOAK,"WU, LEIKO",0
CLOAK,SABRETOOTH,0
CLOAK,BOX IV,0
CLOAK,"ARBOGAST, BAMBI",0
CLOAK,DOMINO III,0
CLOAK,"ROM, SPACEKNIGHT",0
CLOAK,COUNTERWEIGHT II,13
CLOAK,"DE LA FONTAINE, CONT",1
CLOAK,RICTOR,0
CLOAK,"RESTON, CLIVE",0
CLOAK,NOMAD III,0
CLOAK,LIGHTSPEED,12
CLOAK,COUNTERWEIGHT,12
CLOAK,APOCALYPSE,0
CLOAK,"SMITH, SIR DENIS NAY",0
CLOAK,VASHTI,0
CLOAK,GARGOYLE II,0
CLOAK,WARLOCK II,4
CLOAK,MANDARIN,0
CLOAK,"CARTER, PEGGY",0
CLOAK,SILVER SABLE,0
CLOAK,"ALRAUNE, MARLENE",0
CLOAK,MS. MARVEL II,0
CLOAK,"HARKNESS, AGATHA",1
CLOAK,SKIN,0
CLOAK,DRAX,4
CLOAK,CHAMBER,0
CLOAK,"SUMMERS, MADELYNE MA",0
CLOAK,HUSK,1
CLOAK,"LEEDS, NED",0
CLOAK,SCREAMING MIMI,0
CLOAK,DIAMONDBACK II,0
CLOAK,"ROSENTHAL, BERNIE",0
CLOAK,VENOM,0
CLOAK,"QUARTERMAIN, CLAY",0
CLOAK,NOVA II,0
CLOAK,"JONES, MARLO CHANDLE",0
CLOAK,ANCIENT ONE,0
CLOAK,NIGHTMARE,8
CLOAK,"JAMESON, MARLA MADIS",2
CLOAK,MARROW,0
CLOAK,LIZARD,0
CLOAK,WIZARD,0
CLOAK,HELA [ASGARDIAN],0
CLOAK,STARSHINE II,0
CLOAK,SYNCH,0
CLOAK,HOWARD THE DUCK,0
CLOAK,"WINGFOOT, WYATT",0
CLOAK,BLACK KING,1
CLOAK,MAGMA,1
CLOAK,CALIBAN,0
CLOAK,MAKKARI,0
CLOAK,ABSORBING MAN,0
CLOAK,"TILBY, TRISH",1
CLOAK,GUARDIAN,0
SIRYN,BLACK CAT,0
SIRYN,KARNILLA [ASGARDIAN],0
SIRYN,LYJA LAZERFIST [SKRU,0
SIRYN,"JONES, GABE",0
SIRYN,PHARAOH RAMA-TUT,0
SIRYN,"TARR, BLACK JACK",0
SIRYN,SPIDER-WOMAN II,0
SIRYN,DR. OCTOPUS,0
SIRYN,"GYRICH, HENRY PETER",1
SIRYN,VIZIER,0
SIRYN,POWER MAN,1
SIRYN,THANOS,0
SIRYN,BEETLE,0
SIRYN,HIGH EVOLUTIONARY,0
SIRYN,"WING, COLLEEN",1
SIRYN,BLOB,5
SIRYN,REDWING,0
SIRYN,DR. DRUID,0
SIRYN,WEREWOLF BY NIGHT,0
SIRYN,FRENCHIE,0
SIRYN,LILANDRA NERAMANI [S,0
SIRYN,HELLSTORM,0
SIRYN,"STACY, GWEN",0
SIRYN,MOONSTONE II,1
SIRYN,"SITWELL, JASPER",0
SIRYN,MICROCHIP,0
SIRYN,GREEN GOBLIN,0
SIRYN,NIGHT THRASHER,3
SIRYN,X-MAN,3
SIRYN,"WU, LEIKO",0
SIRYN,SABRETOOTH,4
SIRYN,BOX IV,0
SIRYN,"ARBOGAST, BAMBI",0
SIRYN,DOMINO III,40
SIRYN,"ROM, SPACEKNIGHT",0
SIRYN,COUNTERWEIGHT II,0
SIRYN,"DE LA FONTAINE, CONT",1
SIRYN,RICTOR,27
SIRYN,"RESTON, CLIVE",0
SIRYN,NOMAD III,0
SIRYN,LIGHTSPEED,0
SIRYN,COUNTERWEIGHT,0
SIRYN,APOCALYPSE,5
SIRYN,"SMITH, SIR DENIS NAY",0
SIRYN,VASHTI,0
SIRYN,GARGOYLE II,0
SIRYN,WARLOCK II,0
SIRYN,MANDARIN,0
SIRYN,"CARTER, PEGGY",0
SIRYN,SILVER SABLE,0
SIRYN,"ALRAUNE, MARLENE",0
SIRYN,MS. MARVEL II,0
SIRYN,"HARKNESS, AGATHA",0
SIRYN,SKIN,2
SIRYN,DRAX,0
SIRYN,CHAMBER,2
SIRYN,"SUMMERS, MADELYNE MA",0
SIRYN,HUSK,7
SIRYN,"LEEDS, NED",0
SIRYN,SCREAMING MIMI,1
SIRYN,DIAMONDBACK II,0
SIRYN,"ROSENTHAL, BERNIE",0
SIRYN,VENOM,0
SIRYN,"QUARTERMAIN, CLAY",0
SIRYN,NOVA II,0
SIRYN,"JONES, MARLO CHANDLE",0
SIRYN,ANCIENT ONE,0
SIRYN,NIGHTMARE,0
SIRYN,"JAMESON, MARLA MADIS",0
SIRYN,MARROW,3
SIRYN,LIZARD,0
SIRYN,WIZARD,0
SIRYN,HELA [ASGARDIAN],1
SIRYN,STARSHINE II,0
SIRYN,SYNCH,4
SIRYN,HOWARD THE DUCK,0
SIRYN,"WINGFOOT, WYATT",0
SIRYN,BLACK KING,3
SIRYN,MAGMA,5
SIRYN,CALIBAN,20
SIRYN,MAKKARI,0
SIRYN,ABSORBING MAN,0
SIRYN,"TILBY, TRISH",2
SIRYN,GUARDIAN,0
BLACK CAT,KARNILLA [ASGARDIAN],0
BLACK CAT,LYJA LAZERFIST [SKRU,0
BLACK CAT,"JONES, GABE",0
BLACK CAT,PHARAOH RAMA-TUT,1
BLACK CAT,"TARR, BLACK JACK",0
BLACK CAT,SPIDER-WOMAN II,2
BLACK CAT,DR. OCTOPUS,9
BLACK CAT,"GYRICH, HENRY PETER",0
BLACK CAT,VIZIER,0
BLACK CAT,POWER MAN,0
BLACK CAT,THANOS,1
BLACK CAT,BEETLE,1
BLACK CAT,HIGH EVOLUTIONARY,0
BLACK CAT,"WING, COLLEEN",0
BLACK CAT,BLOB,1
BLACK CAT,REDWING,0
BLACK CAT,DR. DRUID,2
BLACK CAT,WEREWOLF BY NIGHT,0
BLACK CAT,FRENCHIE,2
BLACK CAT,LILANDRA NERAMANI [S,0
BLACK CAT,HELLSTORM,0
BLACK CAT,"STACY, GWEN",0
BLACK CAT,MOONSTONE II,0
BLACK CAT,"SITWELL, JASPER",0
BLACK CAT,MICROCHIP,1
BLACK CAT,GREEN GOBLIN,0
BLACK CAT,NIGHT THRASHER,0
BLACK CAT,X-MAN,0
BLACK CAT,"WU, LEIKO",0
BLACK CAT,SABRETOOTH,2
BLACK CAT,BOX IV,0
BLACK CAT,"ARBOGAST, BAMBI",0
BLACK CAT,DOMINO III,0
BLACK CAT,"ROM, SPACEKNIGHT",0
BLACK CAT,COUNTERWEIGHT II,0
BLACK CAT,"DE LA FONTAINE, CONT",0
BLACK CAT,RICTOR,0
BLACK CAT,"RESTON, CLIVE",0
BLACK CAT,NOMAD III,0
BLACK CAT,LIGHTSPEED,0
BLACK CAT,COUNTERWEIGHT,0
BLACK CAT,APOCALYPSE,0
BLACK CAT,"SMITH, SIR DENIS NAY",0
BLACK CAT,VASHTI,0
